

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.50000E+04 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 1.64710E-15  0.000E+00 ( 4.027E-08, 5.077E-09) ( 0.000E+00, 0.000E+00)  1.00E-07
  1.000E-04 1.64710E-15  1.816E-10 ( 4.027E-08, 5.077E-09) ( 1.646E-15, 2.112E-16)  1.00E-07
  1.250E-04 1.64710E-15  2.270E-10 ( 4.027E-08, 5.077E-09) ( 2.057E-15, 2.641E-16)  1.00E-07
  1.500E-04 1.64710E-15  2.724E-10 ( 4.027E-08, 5.077E-09) ( 2.469E-15, 3.169E-16)  1.00E-07
  1.750E-04 1.64710E-15  3.179E-10 ( 4.027E-08, 5.077E-09) ( 2.880E-15, 3.697E-16)  1.00E-07
  2.000E-04 1.64710E-15  3.633E-10 ( 4.027E-08, 5.077E-09) ( 3.292E-15, 4.225E-16)  1.00E-07
  2.250E-04 1.64710E-15  4.087E-10 ( 4.027E-08, 5.077E-09) ( 3.703E-15, 4.753E-16)  1.00E-07
  2.500E-04 1.64710E-15  4.541E-10 ( 4.027E-08, 5.077E-09) ( 4.114E-15, 5.281E-16)  1.00E-07
  2.750E-04 1.64710E-15  4.995E-10 ( 4.027E-08, 5.077E-09) ( 4.526E-15, 5.809E-16)  1.00E-07
  3.000E-04 1.64710E-15  5.449E-10 ( 4.027E-08, 5.077E-09) ( 4.937E-15, 6.337E-16)  1.00E-07
  3.250E-04 1.64710E-15  5.903E-10 ( 4.027E-08, 5.077E-09) ( 5.349E-15, 6.865E-16)  1.00E-07
  3.500E-04 1.64710E-15  6.357E-10 ( 4.027E-08, 5.077E-09) ( 5.760E-15, 7.393E-16)  1.00E-07
  3.750E-04 1.64710E-15  6.811E-10 ( 4.027E-08, 5.077E-09) ( 6.172E-15, 7.922E-16)  1.00E-07
  4.000E-04 1.64710E-15  7.265E-10 ( 4.027E-08, 5.077E-09) ( 6.583E-15, 8.450E-16)  1.00E-07
  4.250E-04 1.64710E-15  7.719E-10 ( 4.027E-08, 5.077E-09) ( 6.994E-15, 8.978E-16)  1.00E-07
  4.500E-04 1.64710E-15  8.173E-10 ( 4.027E-08, 5.077E-09) ( 7.406E-15, 9.506E-16)  1.00E-07
  4.750E-04 1.64710E-15  8.627E-10 ( 4.027E-08, 5.077E-09) ( 7.817E-15, 1.003E-15)  1.00E-07
  5.000E-04 1.64710E-15  9.081E-10 ( 4.027E-08, 5.077E-09) ( 8.229E-15, 1.056E-15)  1.00E-07
  5.250E-04 1.64710E-15  9.536E-10 ( 4.027E-08, 5.077E-09) ( 8.640E-15, 1.109E-15)  1.00E-07
  5.500E-04 1.64710E-15  9.990E-10 ( 4.027E-08, 5.077E-09) ( 9.052E-15, 1.162E-15)  1.00E-07
  5.750E-04 1.64710E-15  1.044E-09 ( 4.027E-08, 5.077E-09) ( 9.463E-15, 1.215E-15)  1.00E-07
  6.000E-04 1.64710E-15  1.090E-09 ( 4.027E-08, 5.077E-09) ( 9.875E-15, 1.267E-15)  1.00E-07
  6.250E-04 1.64710E-15  1.135E-09 ( 4.027E-08, 5.077E-09) ( 1.029E-14, 1.320E-15)  1.00E-07
  6.500E-04 1.64710E-15  1.181E-09 ( 4.027E-08, 5.077E-09) ( 1.070E-14, 1.373E-15)  1.00E-07
  6.750E-04 1.64710E-15  1.226E-09 ( 4.027E-08, 5.077E-09) ( 1.111E-14, 1.426E-15)  1.00E-07
  7.000E-04 1.64710E-15  1.271E-09 ( 4.027E-08, 5.077E-09) ( 1.152E-14, 1.479E-15)  1.00E-07
  7.250E-04 1.64710E-15  1.317E-09 ( 4.027E-08, 5.077E-09) ( 1.193E-14, 1.531E-15)  1.00E-07
  7.500E-04 1.64710E-15  1.362E-09 ( 4.027E-08, 5.077E-09) ( 1.234E-14, 1.584E-15)  1.00E-07
  7.750E-04 1.64710E-15  1.408E-09 ( 4.027E-08, 5.077E-09) ( 1.275E-14, 1.637E-15)  1.00E-07
  8.000E-04 1.64710E-15  1.453E-09 ( 4.027E-08, 5.077E-09) ( 1.317E-14, 1.690E-15)  1.00E-07
  8.250E-04 1.64710E-15  1.498E-09 ( 4.027E-08, 5.077E-09) ( 1.358E-14, 1.743E-15)  1.00E-07
  8.500E-04 1.64710E-15  1.544E-09 ( 4.027E-08, 5.077E-09) ( 1.399E-14, 1.796E-15)  1.00E-07
  8.750E-04 1.64710E-15  1.589E-09 ( 4.027E-08, 5.077E-09) ( 1.440E-14, 1.848E-15)  1.00E-07
  9.000E-04 1.64710E-15  1.635E-09 ( 4.027E-08, 5.077E-09) ( 1.481E-14, 1.901E-15)  1.00E-07
  9.250E-04 1.64710E-15  1.680E-09 ( 4.027E-08, 5.077E-09) ( 1.522E-14, 1.954E-15)  1.00E-07
  9.500E-04 1.64710E-15  1.725E-09 ( 4.027E-08, 5.077E-09) ( 1.563E-14, 2.007E-15)  1.00E-07
  9.750E-04 1.64710E-15  1.771E-09 ( 4.027E-08, 5.077E-09) ( 1.605E-14, 2.060E-15)  1.00E-07
  1.000E-03 1.64710E-15  1.816E-09 ( 4.027E-08, 5.077E-09) ( 1.646E-14, 2.112E-15)  1.00E-07
  1.250E-03 1.64710E-15  2.270E-09 ( 4.027E-08, 5.077E-09) ( 2.057E-14, 2.641E-15)  1.00E-07
  1.500E-03 1.64710E-15  2.724E-09 ( 4.027E-08, 5.077E-09) ( 2.469E-14, 3.169E-15)  1.00E-07
  1.750E-03 1.64710E-15  3.179E-09 ( 4.027E-08, 5.077E-09) ( 2.880E-14, 3.697E-15)  1.00E-07
  2.000E-03 1.64710E-15  3.633E-09 ( 4.027E-08, 5.077E-09) ( 3.292E-14, 4.225E-15)  1.00E-07
  2.250E-03 1.64710E-15  4.087E-09 ( 4.027E-08, 5.077E-09) ( 3.703E-14, 4.753E-15)  1.00E-07
  2.500E-03 1.64710E-15  4.541E-09 ( 4.027E-08, 5.077E-09) ( 4.114E-14, 5.281E-15)  1.00E-07
  2.750E-03 1.64709E-15  4.995E-09 ( 4.027E-08, 5.077E-09) ( 4.526E-14, 5.809E-15)  1.00E-07
  3.000E-03 1.64709E-15  5.449E-09 ( 4.027E-08, 5.077E-09) ( 4.937E-14, 6.337E-15)  1.00E-07
  3.250E-03 1.64709E-15  5.903E-09 ( 4.027E-08, 5.077E-09) ( 5.349E-14, 6.865E-15)  1.00E-07
  3.500E-03 1.64709E-15  6.357E-09 ( 4.027E-08, 5.077E-09) ( 5.760E-14, 7.393E-15)  1.00E-07
  3.750E-03 1.64709E-15  6.811E-09 ( 4.027E-08, 5.077E-09) ( 6.172E-14, 7.922E-15)  1.00E-07
  4.000E-03 1.64709E-15  7.265E-09 ( 4.027E-08, 5.077E-09) ( 6.583E-14, 8.450E-15)  1.00E-07
  4.250E-03 1.64709E-15  7.719E-09 ( 4.027E-08, 5.077E-09) ( 6.994E-14, 8.978E-15)  1.00E-07
  4.500E-03 1.64709E-15  8.173E-09 ( 4.027E-08, 5.077E-09) ( 7.406E-14, 9.506E-15)  1.00E-07
  4.750E-03 1.64709E-15  8.627E-09 ( 4.027E-08, 5.077E-09) ( 7.817E-14, 1.003E-14)  1.00E-07
  5.000E-03 1.64709E-15  9.082E-09 ( 4.027E-08, 5.077E-09) ( 8.229E-14, 1.056E-14)  1.00E-07
  5.250E-03 1.64708E-15  9.536E-09 ( 4.027E-08, 5.077E-09) ( 8.640E-14, 1.109E-14)  1.00E-07
  5.500E-03 1.64708E-15  9.990E-09 ( 4.027E-08, 5.077E-09) ( 9.052E-14, 1.162E-14)  1.00E-07
  5.750E-03 1.64708E-15  1.044E-08 ( 4.027E-08, 5.077E-09) ( 9.463E-14, 1.215E-14)  1.00E-07
  6.000E-03 1.64708E-15  1.090E-08 ( 4.027E-08, 5.077E-09) ( 9.874E-14, 1.267E-14)  1.00E-07
  6.250E-03 1.64708E-15  1.135E-08 ( 4.027E-08, 5.077E-09) ( 1.029E-13, 1.320E-14)  1.00E-07
  6.500E-03 1.64708E-15  1.181E-08 ( 4.027E-08, 5.077E-09) ( 1.070E-13, 1.373E-14)  1.00E-07
  6.750E-03 1.64707E-15  1.226E-08 ( 4.027E-08, 5.077E-09) ( 1.111E-13, 1.426E-14)  1.00E-07
  7.000E-03 1.64707E-15  1.271E-08 ( 4.027E-08, 5.077E-09) ( 1.152E-13, 1.479E-14)  1.00E-07
  7.250E-03 1.64707E-15  1.317E-08 ( 4.027E-08, 5.077E-09) ( 1.193E-13, 1.531E-14)  1.00E-07
  7.500E-03 1.64707E-15  1.362E-08 ( 4.027E-08, 5.077E-09) ( 1.234E-13, 1.584E-14)  1.00E-07
  7.750E-03 1.64707E-15  1.408E-08 ( 4.027E-08, 5.077E-09) ( 1.275E-13, 1.637E-14)  1.00E-07
  8.000E-03 1.64706E-15  1.453E-08 ( 4.027E-08, 5.077E-09) ( 1.317E-13, 1.690E-14)  1.00E-07
  8.250E-03 1.64706E-15  1.498E-08 ( 4.027E-08, 5.077E-09) ( 1.358E-13, 1.743E-14)  1.00E-07
  8.500E-03 1.64706E-15  1.544E-08 ( 4.027E-08, 5.077E-09) ( 1.399E-13, 1.796E-14)  1.00E-07
  8.750E-03 1.64706E-15  1.589E-08 ( 4.027E-08, 5.077E-09) ( 1.440E-13, 1.848E-14)  1.00E-07
  9.000E-03 1.64706E-15  1.635E-08 ( 4.027E-08, 5.077E-09) ( 1.481E-13, 1.901E-14)  1.00E-07
  9.250E-03 1.64705E-15  1.680E-08 ( 4.027E-08, 5.077E-09) ( 1.522E-13, 1.954E-14)  1.00E-07
  9.500E-03 1.64705E-15  1.726E-08 ( 4.027E-08, 5.077E-09) ( 1.563E-13, 2.007E-14)  1.00E-07
  9.750E-03 1.64705E-15  1.771E-08 ( 4.026E-08, 5.077E-09) ( 1.605E-13, 2.060E-14)  1.00E-07
  1.000E-02 1.64705E-15  1.816E-08 ( 4.026E-08, 5.077E-09) ( 1.646E-13, 2.112E-14)  1.00E-07
  1.250E-02 1.64702E-15  2.270E-08 ( 4.026E-08, 5.077E-09) ( 2.057E-13, 2.640E-14)  1.00E-07
  1.500E-02 1.64698E-15  2.725E-08 ( 4.026E-08, 5.077E-09) ( 2.469E-13, 3.169E-14)  1.00E-07
  1.750E-02 1.64694E-15  3.179E-08 ( 4.026E-08, 5.077E-09) ( 2.880E-13, 3.697E-14)  1.00E-07
  2.000E-02 1.64689E-15  3.633E-08 ( 4.026E-08, 5.077E-09) ( 3.291E-13, 4.225E-14)  1.00E-07
  2.250E-02 1.64683E-15  4.087E-08 ( 4.026E-08, 5.077E-09) ( 3.703E-13, 4.753E-14)  1.00E-07
  2.500E-02 1.64677E-15  4.541E-08 ( 4.026E-08, 5.077E-09) ( 4.114E-13, 5.281E-14)  1.00E-07
  2.750E-02 1.64670E-15  4.995E-08 ( 4.026E-08, 5.077E-09) ( 4.525E-13, 5.809E-14)  1.00E-07
  3.000E-02 1.64662E-15  5.450E-08 ( 4.026E-08, 5.077E-09) ( 4.937E-13, 6.337E-14)  1.00E-07
  3.250E-02 1.64654E-15  5.904E-08 ( 4.026E-08, 5.077E-09) ( 5.348E-13, 6.865E-14)  1.00E-07
  3.500E-02 1.64645E-15  6.358E-08 ( 4.026E-08, 5.077E-09) ( 5.759E-13, 7.393E-14)  1.00E-07
  3.750E-02 1.64635E-15  6.812E-08 ( 4.026E-08, 5.077E-09) ( 6.170E-13, 7.921E-14)  1.00E-07
  4.000E-02 1.64625E-15  7.267E-08 ( 4.026E-08, 5.077E-09) ( 6.581E-13, 8.449E-14)  1.00E-07
  4.250E-02 1.64614E-15  7.721E-08 ( 4.025E-08, 5.077E-09) ( 6.992E-13, 8.977E-14)  1.00E-07
  4.500E-02 1.64603E-15  8.176E-08 ( 4.025E-08, 5.077E-09) ( 7.403E-13, 9.505E-14)  1.00E-07
  4.750E-02 1.64590E-15  8.630E-08 ( 4.025E-08, 5.077E-09) ( 7.814E-13, 1.003E-13)  1.00E-07
  5.000E-02 1.64578E-15  9.084E-08 ( 4.025E-08, 5.077E-09) ( 8.225E-13, 1.056E-13)  1.00E-07
  5.250E-02 1.64564E-15  9.539E-08 ( 4.025E-08, 5.077E-09) ( 8.636E-13, 1.109E-13)  1.00E-07
  5.500E-02 1.64550E-15  9.994E-08 ( 4.025E-08, 5.077E-09) ( 9.047E-13, 1.162E-13)  1.00E-07
  5.750E-02 1.64535E-15  1.045E-07 ( 4.024E-08, 5.077E-09) ( 9.458E-13, 1.214E-13)  1.00E-07
  6.000E-02 1.64519E-15  1.090E-07 ( 4.024E-08, 5.077E-09) ( 9.869E-13, 1.267E-13)  1.00E-07
  6.250E-02 1.64503E-15  1.136E-07 ( 4.024E-08, 5.077E-09) ( 1.028E-12, 1.320E-13)  1.00E-07
  6.500E-02 1.64486E-15  1.181E-07 ( 4.024E-08, 5.077E-09) ( 1.069E-12, 1.373E-13)  1.00E-07
  6.750E-02 1.64469E-15  1.227E-07 ( 4.024E-08, 5.077E-09) ( 1.110E-12, 1.426E-13)  1.00E-07
  7.000E-02 1.64451E-15  1.272E-07 ( 4.023E-08, 5.076E-09) ( 1.151E-12, 1.478E-13)  1.00E-07
  7.250E-02 1.64432E-15  1.318E-07 ( 4.023E-08, 5.076E-09) ( 1.192E-12, 1.531E-13)  1.00E-07
  7.500E-02 1.64412E-15  1.363E-07 ( 4.023E-08, 5.076E-09) ( 1.233E-12, 1.584E-13)  1.00E-07
  7.750E-02 1.64392E-15  1.409E-07 ( 4.023E-08, 5.076E-09) ( 1.274E-12, 1.637E-13)  1.00E-07
  8.000E-02 1.64372E-15  1.454E-07 ( 4.022E-08, 5.076E-09) ( 1.315E-12, 1.690E-13)  1.00E-07
  8.250E-02 1.64350E-15  1.500E-07 ( 4.022E-08, 5.076E-09) ( 1.356E-12, 1.742E-13)  1.00E-07
  8.500E-02 1.64328E-15  1.545E-07 ( 4.022E-08, 5.076E-09) ( 1.397E-12, 1.795E-13)  1.00E-07
  8.750E-02 1.64305E-15  1.591E-07 ( 4.022E-08, 5.076E-09) ( 1.438E-12, 1.848E-13)  1.00E-07
  9.000E-02 1.64282E-15  1.636E-07 ( 4.021E-08, 5.076E-09) ( 1.479E-12, 1.901E-13)  1.00E-07
  9.250E-02 1.64258E-15  1.682E-07 ( 4.021E-08, 5.076E-09) ( 1.520E-12, 1.953E-13)  1.00E-07
  9.500E-02 1.64233E-15  1.728E-07 ( 4.021E-08, 5.076E-09) ( 1.561E-12, 2.006E-13)  1.00E-07
  9.750E-02 1.64208E-15  1.773E-07 ( 4.020E-08, 5.076E-09) ( 1.602E-12, 2.059E-13)  1.00E-07
  1.000E-01 1.64182E-15  1.819E-07 ( 4.020E-08, 5.075E-09) ( 1.643E-12, 2.112E-13)  1.00E-07
  1.250E-01 1.63885E-15  2.275E-07 ( 4.016E-08, 5.074E-09) ( 2.052E-12, 2.639E-13)  1.00E-07
  1.500E-01 1.63524E-15  2.733E-07 ( 4.012E-08, 5.073E-09) ( 2.460E-12, 3.166E-13)  1.00E-07
  1.750E-01 1.63098E-15  3.191E-07 ( 4.007E-08, 5.071E-09) ( 2.866E-12, 3.692E-13)  1.00E-07
  2.000E-01 1.62608E-15  3.652E-07 ( 4.000E-08, 5.070E-09) ( 3.270E-12, 4.219E-13)  1.00E-07
  2.250E-01 1.62055E-15  4.114E-07 ( 3.994E-08, 5.068E-09) ( 3.673E-12, 4.744E-13)  1.00E-07
  2.500E-01 1.61439E-15  4.578E-07 ( 3.986E-08, 5.065E-09) ( 4.073E-12, 5.269E-13)  1.00E-07
  2.750E-01 1.60761E-15  5.045E-07 ( 3.977E-08, 5.063E-09) ( 4.471E-12, 5.793E-13)  1.00E-07
  3.000E-01 1.60023E-15  5.514E-07 ( 3.968E-08, 5.060E-09) ( 4.866E-12, 6.316E-13)  1.00E-07
  3.250E-01 1.59224E-15  5.986E-07 ( 3.958E-08, 5.057E-09) ( 5.258E-12, 6.838E-13)  1.00E-07
  3.500E-01 1.58367E-15  6.461E-07 ( 3.947E-08, 5.054E-09) ( 5.647E-12, 7.360E-13)  1.00E-07
  3.750E-01 1.57452E-15  6.939E-07 ( 3.936E-08, 5.050E-09) ( 6.033E-12, 7.880E-13)  1.00E-07
  4.000E-01 1.56480E-15  7.420E-07 ( 3.923E-08, 5.047E-09) ( 6.415E-12, 8.400E-13)  1.00E-07
  4.250E-01 1.55453E-15  7.905E-07 ( 3.910E-08, 5.043E-09) ( 6.793E-12, 8.918E-13)  1.00E-07
  4.500E-01 1.54372E-15  8.394E-07 ( 3.897E-08, 5.039E-09) ( 7.168E-12, 9.435E-13)  1.00E-07
  4.750E-01 1.53238E-15  8.887E-07 ( 3.882E-08, 5.034E-09) ( 7.538E-12, 9.950E-13)  1.00E-07
  5.000E-01 1.52053E-15  9.385E-07 ( 3.867E-08, 5.030E-09) ( 7.903E-12, 1.046E-12)  1.00E-07
  5.250E-01 1.50819E-15  9.887E-07 ( 3.851E-08, 5.025E-09) ( 8.265E-12, 1.098E-12)  1.00E-07
  5.500E-01 1.49536E-15  1.039E-06 ( 3.834E-08, 5.020E-09) ( 8.621E-12, 1.149E-12)  1.00E-07
  5.750E-01 1.48207E-15  1.091E-06 ( 3.817E-08, 5.014E-09) ( 8.972E-12, 1.200E-12)  1.00E-07
  6.000E-01 1.46833E-15  1.142E-06 ( 3.799E-08, 5.009E-09) ( 9.318E-12, 1.251E-12)  1.00E-07
  6.250E-01 1.45416E-15  1.195E-06 ( 3.780E-08, 5.003E-09) ( 9.659E-12, 1.301E-12)  1.00E-07
  6.500E-01 1.43957E-15  1.248E-06 ( 3.761E-08, 4.997E-09) ( 9.994E-12, 1.352E-12)  1.00E-07
  6.750E-01 1.42458E-15  1.301E-06 ( 3.741E-08, 4.991E-09) ( 1.032E-11, 1.402E-12)  1.00E-07
  7.000E-01 1.40922E-15  1.355E-06 ( 3.721E-08, 4.985E-09) ( 1.065E-11, 1.452E-12)  1.00E-07
  7.250E-01 1.39349E-15  1.410E-06 ( 3.700E-08, 4.978E-09) ( 1.097E-11, 1.502E-12)  1.00E-07
  7.500E-01 1.37742E-15  1.466E-06 ( 3.678E-08, 4.971E-09) ( 1.128E-11, 1.552E-12)  1.00E-07
  7.750E-01 1.36103E-15  1.522E-06 ( 3.656E-08, 4.964E-09) ( 1.158E-11, 1.601E-12)  1.00E-07
  8.000E-01 1.34433E-15  1.579E-06 ( 3.633E-08, 4.957E-09) ( 1.188E-11, 1.651E-12)  1.00E-07
  8.250E-01 1.32734E-15  1.636E-06 ( 3.609E-08, 4.950E-09) ( 1.218E-11, 1.700E-12)  1.00E-07
  8.500E-01 1.31009E-15  1.695E-06 ( 3.586E-08, 4.942E-09) ( 1.246E-11, 1.749E-12)  1.00E-07
  8.750E-01 1.29258E-15  1.754E-06 ( 3.561E-08, 4.934E-09) ( 1.274E-11, 1.797E-12)  1.00E-07
  9.000E-01 1.27485E-15  1.814E-06 ( 3.536E-08, 4.926E-09) ( 1.301E-11, 1.846E-12)  1.00E-07
  9.250E-01 1.25690E-15  1.875E-06 ( 3.511E-08, 4.918E-09) ( 1.328E-11, 1.894E-12)  1.00E-07
  9.500E-01 1.23876E-15  1.937E-06 ( 3.485E-08, 4.910E-09) ( 1.354E-11, 1.942E-12)  1.00E-07
  9.750E-01 1.22045E-15  2.000E-06 ( 3.459E-08, 4.901E-09) ( 1.379E-11, 1.989E-12)  1.00E-07
  1.000E+00 1.20199E-15  2.064E-06 ( 3.432E-08, 4.892E-09) ( 1.404E-11, 2.037E-12)  1.00E-07
  1.100E+00 1.12695E-15  2.329E-06 ( 3.322E-08, 4.855E-09) ( 1.494E-11, 2.224E-12)  1.00E-07
  1.200E+00 1.05089E-15  2.612E-06 ( 3.206E-08, 4.815E-09) ( 1.574E-11, 2.407E-12)  1.00E-07
  1.300E+00 9.74879E-16  2.914E-06 ( 3.086E-08, 4.773E-09) ( 1.641E-11, 2.585E-12)  1.00E-07
  1.400E+00 8.99908E-16  3.236E-06 ( 2.962E-08, 4.728E-09) ( 1.697E-11, 2.758E-12)  1.00E-07
  1.500E+00 8.26838E-16  3.581E-06 ( 2.837E-08, 4.681E-09) ( 1.742E-11, 2.926E-12)  1.00E-07
  1.600E+00 7.56406E-16  3.950E-06 ( 2.711E-08, 4.632E-09) ( 1.776E-11, 3.089E-12)  1.00E-07
  1.700E+00 6.89213E-16  4.345E-06 ( 2.585E-08, 4.580E-09) ( 1.799E-11, 3.246E-12)  1.00E-07
  1.800E+00 6.25724E-16  4.766E-06 ( 2.460E-08, 4.528E-09) ( 1.814E-11, 3.398E-12)  1.00E-07
  1.900E+00 5.66272E-16  5.214E-06 ( 2.337E-08, 4.473E-09) ( 1.819E-11, 3.545E-12)  1.00E-07
  2.000E+00 5.11065E-16  5.690E-06 ( 2.217E-08, 4.418E-09) ( 1.817E-11, 3.686E-12)  1.00E-07
  2.100E+00 4.60201E-16  6.193E-06 ( 2.100E-08, 4.361E-09) ( 1.808E-11, 3.822E-12)  1.00E-07
  2.200E+00 4.13676E-16  6.725E-06 ( 1.988E-08, 4.303E-09) ( 1.793E-11, 3.952E-12)  1.00E-07
  2.300E+00 3.71403E-16  7.283E-06 ( 1.880E-08, 4.245E-09) ( 1.774E-11, 4.077E-12)  1.00E-07
  2.400E+00 3.33228E-16  7.866E-06 ( 1.777E-08, 4.186E-09) ( 1.750E-11, 4.196E-12)  1.00E-07
  2.500E+00 2.98942E-16  8.473E-06 ( 1.679E-08, 4.126E-09) ( 1.723E-11, 4.310E-12)  1.00E-07
  2.600E+00 2.68301E-16  9.101E-06 ( 1.587E-08, 4.067E-09) ( 1.694E-11, 4.419E-12)  1.00E-07
  2.700E+00 2.41032E-16  9.747E-06 ( 1.500E-08, 4.007E-09) ( 1.664E-11, 4.523E-12)  1.00E-07
  2.800E+00 2.16852E-16  1.041E-05 ( 1.419E-08, 3.947E-09) ( 1.633E-11, 4.622E-12)  1.00E-07
  2.900E+00 1.95474E-16  1.109E-05 ( 1.343E-08, 3.887E-09) ( 1.602E-11, 4.717E-12)  1.00E-07
  3.000E+00 1.76614E-16  1.177E-05 ( 1.273E-08, 3.828E-09) ( 1.571E-11, 4.807E-12)  1.00E-07
  3.100E+00 1.59999E-16  1.247E-05 ( 1.207E-08, 3.769E-09) ( 1.541E-11, 4.892E-12)  1.00E-07
  3.200E+00 1.45374E-16  1.317E-05 ( 1.147E-08, 3.711E-09) ( 1.512E-11, 4.974E-12)  1.00E-07
  3.300E+00 1.32497E-16  1.387E-05 ( 1.092E-08, 3.653E-09) ( 1.484E-11, 5.051E-12)  1.00E-07
