

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.50000E+04 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
     440      3.42890644E-08      3.43431342E-08  i
     450      2.44630779E-08      2.45016391E-08  i
     460      1.74569428E-08      1.74844248E-08  i
     470      1.24599968E-08      1.24796076E-08  i
     480      8.89521285E-09      8.90920060E-09  i
     490      6.35156120E-09      6.36154236E-09  i
     500      4.53596753E-09      4.54310273E-09  i
     510      3.24037004E-09      3.24544768E-09  i
     520      2.31484740E-09      2.31847897E-09  i
     530      1.65391761E-09      1.65651263E-09  i
     540      1.18179931E-09      1.18363966E-09  i


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 1.97146E-15  0.000E+00 ( 4.409E-08, 5.236E-09) ( 0.000E+00, 0.000E+00)  1.00E-07
  1.000E-04 1.97146E-15  1.785E-10 ( 4.409E-08, 5.236E-09) ( 1.802E-15, 2.180E-16)  1.00E-07
  1.250E-04 1.97146E-15  2.231E-10 ( 4.409E-08, 5.236E-09) ( 2.252E-15, 2.724E-16)  1.00E-07
  1.500E-04 1.97146E-15  2.677E-10 ( 4.409E-08, 5.236E-09) ( 2.702E-15, 3.269E-16)  1.00E-07
  1.750E-04 1.97146E-15  3.123E-10 ( 4.409E-08, 5.236E-09) ( 3.153E-15, 3.814E-16)  1.00E-07
  2.000E-04 1.97146E-15  3.569E-10 ( 4.409E-08, 5.236E-09) ( 3.603E-15, 4.359E-16)  1.00E-07
  2.250E-04 1.97146E-15  4.016E-10 ( 4.409E-08, 5.236E-09) ( 4.054E-15, 4.904E-16)  1.00E-07
  2.500E-04 1.97146E-15  4.462E-10 ( 4.409E-08, 5.236E-09) ( 4.504E-15, 5.449E-16)  1.00E-07
  2.750E-04 1.97146E-15  4.908E-10 ( 4.409E-08, 5.236E-09) ( 4.954E-15, 5.994E-16)  1.00E-07
  3.000E-04 1.97146E-15  5.354E-10 ( 4.409E-08, 5.236E-09) ( 5.405E-15, 6.539E-16)  1.00E-07
  3.250E-04 1.97146E-15  5.800E-10 ( 4.409E-08, 5.236E-09) ( 5.855E-15, 7.084E-16)  1.00E-07
  3.500E-04 1.97146E-15  6.247E-10 ( 4.409E-08, 5.236E-09) ( 6.306E-15, 7.628E-16)  1.00E-07
  3.750E-04 1.97146E-15  6.693E-10 ( 4.409E-08, 5.236E-09) ( 6.756E-15, 8.173E-16)  1.00E-07
  4.000E-04 1.97146E-15  7.139E-10 ( 4.409E-08, 5.236E-09) ( 7.206E-15, 8.718E-16)  1.00E-07
  4.250E-04 1.97146E-15  7.585E-10 ( 4.409E-08, 5.236E-09) ( 7.657E-15, 9.263E-16)  1.00E-07
  4.500E-04 1.97146E-15  8.031E-10 ( 4.409E-08, 5.236E-09) ( 8.107E-15, 9.808E-16)  1.00E-07
  4.750E-04 1.97146E-15  8.477E-10 ( 4.409E-08, 5.236E-09) ( 8.558E-15, 1.035E-15)  1.00E-07
  5.000E-04 1.97146E-15  8.924E-10 ( 4.409E-08, 5.236E-09) ( 9.008E-15, 1.090E-15)  1.00E-07
  5.250E-04 1.97146E-15  9.370E-10 ( 4.409E-08, 5.236E-09) ( 9.458E-15, 1.144E-15)  1.00E-07
  5.500E-04 1.97146E-15  9.816E-10 ( 4.409E-08, 5.236E-09) ( 9.909E-15, 1.199E-15)  1.00E-07
  5.750E-04 1.97146E-15  1.026E-09 ( 4.409E-08, 5.236E-09) ( 1.036E-14, 1.253E-15)  1.00E-07
  6.000E-04 1.97146E-15  1.071E-09 ( 4.409E-08, 5.236E-09) ( 1.081E-14, 1.308E-15)  1.00E-07
  6.250E-04 1.97146E-15  1.115E-09 ( 4.409E-08, 5.236E-09) ( 1.126E-14, 1.362E-15)  1.00E-07
  6.500E-04 1.97146E-15  1.160E-09 ( 4.409E-08, 5.236E-09) ( 1.171E-14, 1.417E-15)  1.00E-07
  6.750E-04 1.97146E-15  1.205E-09 ( 4.409E-08, 5.236E-09) ( 1.216E-14, 1.471E-15)  1.00E-07
  7.000E-04 1.97146E-15  1.249E-09 ( 4.409E-08, 5.236E-09) ( 1.261E-14, 1.526E-15)  1.00E-07
  7.250E-04 1.97146E-15  1.294E-09 ( 4.409E-08, 5.236E-09) ( 1.306E-14, 1.580E-15)  1.00E-07
  7.500E-04 1.97146E-15  1.339E-09 ( 4.409E-08, 5.236E-09) ( 1.351E-14, 1.635E-15)  1.00E-07
  7.750E-04 1.97146E-15  1.383E-09 ( 4.409E-08, 5.236E-09) ( 1.396E-14, 1.689E-15)  1.00E-07
  8.000E-04 1.97146E-15  1.428E-09 ( 4.409E-08, 5.236E-09) ( 1.441E-14, 1.744E-15)  1.00E-07
  8.250E-04 1.97146E-15  1.472E-09 ( 4.409E-08, 5.236E-09) ( 1.486E-14, 1.798E-15)  1.00E-07
  8.500E-04 1.97146E-15  1.517E-09 ( 4.409E-08, 5.236E-09) ( 1.531E-14, 1.853E-15)  1.00E-07
  8.750E-04 1.97146E-15  1.562E-09 ( 4.409E-08, 5.236E-09) ( 1.576E-14, 1.907E-15)  1.00E-07
  9.000E-04 1.97146E-15  1.606E-09 ( 4.409E-08, 5.236E-09) ( 1.621E-14, 1.962E-15)  1.00E-07
  9.250E-04 1.97146E-15  1.651E-09 ( 4.409E-08, 5.236E-09) ( 1.666E-14, 2.016E-15)  1.00E-07
  9.500E-04 1.97146E-15  1.695E-09 ( 4.409E-08, 5.236E-09) ( 1.712E-14, 2.071E-15)  1.00E-07
  9.750E-04 1.97146E-15  1.740E-09 ( 4.409E-08, 5.236E-09) ( 1.757E-14, 2.125E-15)  1.00E-07
  1.000E-03 1.97146E-15  1.785E-09 ( 4.409E-08, 5.236E-09) ( 1.802E-14, 2.180E-15)  1.00E-07
  1.250E-03 1.97146E-15  2.231E-09 ( 4.409E-08, 5.236E-09) ( 2.252E-14, 2.724E-15)  1.00E-07
  1.500E-03 1.97146E-15  2.677E-09 ( 4.409E-08, 5.236E-09) ( 2.702E-14, 3.269E-15)  1.00E-07
  1.750E-03 1.97146E-15  3.123E-09 ( 4.409E-08, 5.236E-09) ( 3.153E-14, 3.814E-15)  1.00E-07
  2.000E-03 1.97146E-15  3.569E-09 ( 4.409E-08, 5.236E-09) ( 3.603E-14, 4.359E-15)  1.00E-07
  2.250E-03 1.97145E-15  4.016E-09 ( 4.409E-08, 5.236E-09) ( 4.054E-14, 4.904E-15)  1.00E-07
  2.500E-03 1.97145E-15  4.462E-09 ( 4.409E-08, 5.236E-09) ( 4.504E-14, 5.449E-15)  1.00E-07
  2.750E-03 1.97145E-15  4.908E-09 ( 4.409E-08, 5.236E-09) ( 4.954E-14, 5.994E-15)  1.00E-07
  3.000E-03 1.97145E-15  5.354E-09 ( 4.409E-08, 5.236E-09) ( 5.405E-14, 6.539E-15)  1.00E-07
  3.250E-03 1.97145E-15  5.800E-09 ( 4.409E-08, 5.236E-09) ( 5.855E-14, 7.084E-15)  1.00E-07
  3.500E-03 1.97145E-15  6.247E-09 ( 4.409E-08, 5.236E-09) ( 6.306E-14, 7.628E-15)  1.00E-07
  3.750E-03 1.97144E-15  6.693E-09 ( 4.409E-08, 5.236E-09) ( 6.756E-14, 8.173E-15)  1.00E-07
  4.000E-03 1.97144E-15  7.139E-09 ( 4.409E-08, 5.236E-09) ( 7.206E-14, 8.718E-15)  1.00E-07
  4.250E-03 1.97144E-15  7.585E-09 ( 4.409E-08, 5.236E-09) ( 7.657E-14, 9.263E-15)  1.00E-07
  4.500E-03 1.97144E-15  8.031E-09 ( 4.409E-08, 5.236E-09) ( 8.107E-14, 9.808E-15)  1.00E-07
  4.750E-03 1.97144E-15  8.478E-09 ( 4.409E-08, 5.236E-09) ( 8.558E-14, 1.035E-14)  1.00E-07
  5.000E-03 1.97143E-15  8.924E-09 ( 4.409E-08, 5.236E-09) ( 9.008E-14, 1.090E-14)  1.00E-07
  5.250E-03 1.97143E-15  9.370E-09 ( 4.409E-08, 5.236E-09) ( 9.458E-14, 1.144E-14)  1.00E-07
  5.500E-03 1.97143E-15  9.816E-09 ( 4.409E-08, 5.236E-09) ( 9.909E-14, 1.199E-14)  1.00E-07
  5.750E-03 1.97142E-15  1.026E-08 ( 4.409E-08, 5.236E-09) ( 1.036E-13, 1.253E-14)  1.00E-07
  6.000E-03 1.97142E-15  1.071E-08 ( 4.409E-08, 5.236E-09) ( 1.081E-13, 1.308E-14)  1.00E-07
  6.250E-03 1.97142E-15  1.115E-08 ( 4.409E-08, 5.236E-09) ( 1.126E-13, 1.362E-14)  1.00E-07
  6.500E-03 1.97141E-15  1.160E-08 ( 4.409E-08, 5.236E-09) ( 1.171E-13, 1.417E-14)  1.00E-07
  6.750E-03 1.97141E-15  1.205E-08 ( 4.409E-08, 5.236E-09) ( 1.216E-13, 1.471E-14)  1.00E-07
  7.000E-03 1.97141E-15  1.249E-08 ( 4.409E-08, 5.236E-09) ( 1.261E-13, 1.526E-14)  1.00E-07
  7.250E-03 1.97140E-15  1.294E-08 ( 4.409E-08, 5.236E-09) ( 1.306E-13, 1.580E-14)  1.00E-07
  7.500E-03 1.97140E-15  1.339E-08 ( 4.409E-08, 5.236E-09) ( 1.351E-13, 1.635E-14)  1.00E-07
  7.750E-03 1.97139E-15  1.383E-08 ( 4.409E-08, 5.236E-09) ( 1.396E-13, 1.689E-14)  1.00E-07
  8.000E-03 1.97139E-15  1.428E-08 ( 4.409E-08, 5.236E-09) ( 1.441E-13, 1.744E-14)  1.00E-07
  8.250E-03 1.97139E-15  1.472E-08 ( 4.409E-08, 5.236E-09) ( 1.486E-13, 1.798E-14)  1.00E-07
  8.500E-03 1.97138E-15  1.517E-08 ( 4.409E-08, 5.236E-09) ( 1.531E-13, 1.853E-14)  1.00E-07
  8.750E-03 1.97138E-15  1.562E-08 ( 4.409E-08, 5.236E-09) ( 1.576E-13, 1.907E-14)  1.00E-07
  9.000E-03 1.97137E-15  1.606E-08 ( 4.409E-08, 5.236E-09) ( 1.621E-13, 1.962E-14)  1.00E-07
  9.250E-03 1.97137E-15  1.651E-08 ( 4.409E-08, 5.236E-09) ( 1.666E-13, 2.016E-14)  1.00E-07
  9.500E-03 1.97136E-15  1.696E-08 ( 4.409E-08, 5.236E-09) ( 1.711E-13, 2.071E-14)  1.00E-07
  9.750E-03 1.97136E-15  1.740E-08 ( 4.409E-08, 5.236E-09) ( 1.757E-13, 2.125E-14)  1.00E-07
  1.000E-02 1.97135E-15  1.785E-08 ( 4.409E-08, 5.236E-09) ( 1.802E-13, 2.180E-14)  1.00E-07
  1.250E-02 1.97129E-15  2.231E-08 ( 4.409E-08, 5.236E-09) ( 2.252E-13, 2.724E-14)  1.00E-07
  1.500E-02 1.97122E-15  2.677E-08 ( 4.409E-08, 5.236E-09) ( 2.702E-13, 3.269E-14)  1.00E-07
  1.750E-02 1.97113E-15  3.123E-08 ( 4.409E-08, 5.236E-09) ( 3.153E-13, 3.814E-14)  1.00E-07
  2.000E-02 1.97103E-15  3.570E-08 ( 4.409E-08, 5.236E-09) ( 3.603E-13, 4.359E-14)  1.00E-07
  2.250E-02 1.97092E-15  4.016E-08 ( 4.409E-08, 5.236E-09) ( 4.053E-13, 4.904E-14)  1.00E-07
  2.500E-02 1.97079E-15  4.462E-08 ( 4.408E-08, 5.236E-09) ( 4.503E-13, 5.449E-14)  1.00E-07
  2.750E-02 1.97065E-15  4.909E-08 ( 4.408E-08, 5.236E-09) ( 4.953E-13, 5.994E-14)  1.00E-07
  3.000E-02 1.97049E-15  5.355E-08 ( 4.408E-08, 5.236E-09) ( 5.403E-13, 6.538E-14)  1.00E-07
  3.250E-02 1.97032E-15  5.802E-08 ( 4.408E-08, 5.236E-09) ( 5.853E-13, 7.083E-14)  1.00E-07
  3.500E-02 1.97014E-15  6.248E-08 ( 4.408E-08, 5.236E-09) ( 6.303E-13, 7.628E-14)  1.00E-07
  3.750E-02 1.96995E-15  6.695E-08 ( 4.407E-08, 5.236E-09) ( 6.753E-13, 8.173E-14)  1.00E-07
  4.000E-02 1.96974E-15  7.141E-08 ( 4.407E-08, 5.236E-09) ( 7.203E-13, 8.718E-14)  1.00E-07
  4.250E-02 1.96952E-15  7.588E-08 ( 4.407E-08, 5.236E-09) ( 7.653E-13, 9.263E-14)  1.00E-07
  4.500E-02 1.96928E-15  8.035E-08 ( 4.407E-08, 5.236E-09) ( 8.103E-13, 9.807E-14)  1.00E-07
  4.750E-02 1.96904E-15  8.482E-08 ( 4.406E-08, 5.236E-09) ( 8.552E-13, 1.035E-13)  1.00E-07
  5.000E-02 1.96877E-15  8.929E-08 ( 4.406E-08, 5.236E-09) ( 9.002E-13, 1.090E-13)  1.00E-07
  5.250E-02 1.96850E-15  9.376E-08 ( 4.406E-08, 5.236E-09) ( 9.451E-13, 1.144E-13)  1.00E-07
  5.500E-02 1.96821E-15  9.823E-08 ( 4.405E-08, 5.236E-09) ( 9.901E-13, 1.199E-13)  1.00E-07
  5.750E-02 1.96791E-15  1.027E-07 ( 4.405E-08, 5.236E-09) ( 1.035E-12, 1.253E-13)  1.00E-07
  6.000E-02 1.96759E-15  1.072E-07 ( 4.405E-08, 5.236E-09) ( 1.080E-12, 1.308E-13)  1.00E-07
  6.250E-02 1.96727E-15  1.116E-07 ( 4.404E-08, 5.236E-09) ( 1.125E-12, 1.362E-13)  1.00E-07
  6.500E-02 1.96692E-15  1.161E-07 ( 4.404E-08, 5.236E-09) ( 1.170E-12, 1.416E-13)  1.00E-07
  6.750E-02 1.96657E-15  1.206E-07 ( 4.404E-08, 5.236E-09) ( 1.215E-12, 1.471E-13)  1.00E-07
  7.000E-02 1.96620E-15  1.251E-07 ( 4.403E-08, 5.236E-09) ( 1.259E-12, 1.525E-13)  1.00E-07
  7.250E-02 1.96582E-15  1.295E-07 ( 4.403E-08, 5.235E-09) ( 1.304E-12, 1.580E-13)  1.00E-07
  7.500E-02 1.96542E-15  1.340E-07 ( 4.402E-08, 5.235E-09) ( 1.349E-12, 1.634E-13)  1.00E-07
  7.750E-02 1.96502E-15  1.385E-07 ( 4.402E-08, 5.235E-09) ( 1.394E-12, 1.689E-13)  1.00E-07
  8.000E-02 1.96460E-15  1.430E-07 ( 4.401E-08, 5.235E-09) ( 1.439E-12, 1.743E-13)  1.00E-07
  8.250E-02 1.96416E-15  1.475E-07 ( 4.401E-08, 5.235E-09) ( 1.484E-12, 1.798E-13)  1.00E-07
  8.500E-02 1.96371E-15  1.519E-07 ( 4.400E-08, 5.235E-09) ( 1.528E-12, 1.852E-13)  1.00E-07
  8.750E-02 1.96325E-15  1.564E-07 ( 4.400E-08, 5.235E-09) ( 1.573E-12, 1.907E-13)  1.00E-07
  9.000E-02 1.96278E-15  1.609E-07 ( 4.399E-08, 5.235E-09) ( 1.618E-12, 1.961E-13)  1.00E-07
  9.250E-02 1.96229E-15  1.654E-07 ( 4.399E-08, 5.235E-09) ( 1.663E-12, 2.015E-13)  1.00E-07
  9.500E-02 1.96179E-15  1.699E-07 ( 4.398E-08, 5.235E-09) ( 1.707E-12, 2.070E-13)  1.00E-07
  9.750E-02 1.96128E-15  1.744E-07 ( 4.398E-08, 5.235E-09) ( 1.752E-12, 2.124E-13)  1.00E-07
  1.000E-01 1.96075E-15  1.789E-07 ( 4.397E-08, 5.234E-09) ( 1.797E-12, 2.179E-13)  1.00E-07
  1.250E-01 1.95477E-15  2.239E-07 ( 4.390E-08, 5.233E-09) ( 2.242E-12, 2.723E-13)  1.00E-07
  1.500E-01 1.94749E-15  2.690E-07 ( 4.382E-08, 5.232E-09) ( 2.686E-12, 3.267E-13)  1.00E-07
  1.750E-01 1.93895E-15  3.144E-07 ( 4.372E-08, 5.230E-09) ( 3.126E-12, 3.810E-13)  1.00E-07
  2.000E-01 1.92916E-15  3.601E-07 ( 4.361E-08, 5.228E-09) ( 3.564E-12, 4.353E-13)  1.00E-07
  2.250E-01 1.91816E-15  4.060E-07 ( 4.348E-08, 5.226E-09) ( 3.998E-12, 4.895E-13)  1.00E-07
  2.500E-01 1.90598E-15  4.523E-07 ( 4.334E-08, 5.224E-09) ( 4.428E-12, 5.436E-13)  1.00E-07
  2.750E-01 1.89266E-15  4.990E-07 ( 4.319E-08, 5.221E-09) ( 4.853E-12, 5.977E-13)  1.00E-07
  3.000E-01 1.87823E-15  5.460E-07 ( 4.302E-08, 5.218E-09) ( 5.274E-12, 6.517E-13)  1.00E-07
  3.250E-01 1.86274E-15  5.935E-07 ( 4.284E-08, 5.215E-09) ( 5.690E-12, 7.056E-13)  1.00E-07
  3.500E-01 1.84623E-15  6.414E-07 ( 4.265E-08, 5.212E-09) ( 6.100E-12, 7.594E-13)  1.00E-07
  3.750E-01 1.82875E-15  6.899E-07 ( 4.245E-08, 5.208E-09) ( 6.505E-12, 8.130E-13)  1.00E-07
  4.000E-01 1.81035E-15  7.389E-07 ( 4.223E-08, 5.205E-09) ( 6.903E-12, 8.666E-13)  1.00E-07
  4.250E-01 1.79107E-15  7.884E-07 ( 4.200E-08, 5.201E-09) ( 7.295E-12, 9.201E-13)  1.00E-07
  4.500E-01 1.77097E-15  8.386E-07 ( 4.176E-08, 5.196E-09) ( 7.680E-12, 9.734E-13)  1.00E-07
  4.750E-01 1.75010E-15  8.894E-07 ( 4.151E-08, 5.192E-09) ( 8.058E-12, 1.027E-12)  1.00E-07
  5.000E-01 1.72850E-15  9.409E-07 ( 4.125E-08, 5.187E-09) ( 8.430E-12, 1.080E-12)  1.00E-07
  5.250E-01 1.70625E-15  9.931E-07 ( 4.098E-08, 5.182E-09) ( 8.793E-12, 1.133E-12)  1.00E-07
  5.500E-01 1.68338E-15  1.046E-06 ( 4.070E-08, 5.177E-09) ( 9.150E-12, 1.185E-12)  1.00E-07
  5.750E-01 1.65995E-15  1.100E-06 ( 4.041E-08, 5.171E-09) ( 9.498E-12, 1.238E-12)  1.00E-07
  6.000E-01 1.63601E-15  1.154E-06 ( 4.012E-08, 5.165E-09) ( 9.838E-12, 1.290E-12)  1.00E-07
  6.250E-01 1.61163E-15  1.209E-06 ( 3.981E-08, 5.160E-09) ( 1.017E-11, 1.343E-12)  1.00E-07
  6.500E-01 1.58683E-15  1.266E-06 ( 3.950E-08, 5.153E-09) ( 1.050E-11, 1.395E-12)  1.00E-07
  6.750E-01 1.56169E-15  1.323E-06 ( 3.918E-08, 5.147E-09) ( 1.081E-11, 1.447E-12)  1.00E-07
  7.000E-01 1.53625E-15  1.381E-06 ( 3.886E-08, 5.140E-09) ( 1.112E-11, 1.498E-12)  1.00E-07
  7.250E-01 1.51055E-15  1.439E-06 ( 3.853E-08, 5.134E-09) ( 1.142E-11, 1.550E-12)  1.00E-07
  7.500E-01 1.48465E-15  1.499E-06 ( 3.819E-08, 5.127E-09) ( 1.171E-11, 1.601E-12)  1.00E-07
  7.750E-01 1.45859E-15  1.560E-06 ( 3.785E-08, 5.119E-09) ( 1.199E-11, 1.652E-12)  1.00E-07
  8.000E-01 1.43241E-15  1.622E-06 ( 3.750E-08, 5.112E-09) ( 1.227E-11, 1.703E-12)  1.00E-07
  8.250E-01 1.40616E-15  1.685E-06 ( 3.715E-08, 5.104E-09) ( 1.253E-11, 1.754E-12)  1.00E-07
  8.500E-01 1.37987E-15  1.749E-06 ( 3.680E-08, 5.097E-09) ( 1.279E-11, 1.804E-12)  1.00E-07
  8.750E-01 1.35359E-15  1.813E-06 ( 3.644E-08, 5.089E-09) ( 1.304E-11, 1.854E-12)  1.00E-07
  9.000E-01 1.32735E-15  1.880E-06 ( 3.608E-08, 5.080E-09) ( 1.328E-11, 1.904E-12)  1.00E-07
  9.250E-01 1.30119E-15  1.947E-06 ( 3.571E-08, 5.072E-09) ( 1.351E-11, 1.954E-12)  1.00E-07
  9.500E-01 1.27513E-15  2.015E-06 ( 3.535E-08, 5.063E-09) ( 1.373E-11, 2.003E-12)  1.00E-07
  9.750E-01 1.24922E-15  2.085E-06 ( 3.498E-08, 5.055E-09) ( 1.395E-11, 2.053E-12)  1.00E-07
  1.000E+00 1.22347E-15  2.155E-06 ( 3.461E-08, 5.046E-09) ( 1.416E-11, 2.102E-12)  1.00E-07
  1.100E+00 1.12269E-15  2.450E-06 ( 3.313E-08, 5.008E-09) ( 1.491E-11, 2.295E-12)  1.00E-07
  1.200E+00 1.02642E-15  2.765E-06 ( 3.165E-08, 4.968E-09) ( 1.554E-11, 2.484E-12)  1.00E-07
  1.300E+00 9.35653E-16  3.101E-06 ( 3.019E-08, 4.925E-09) ( 1.606E-11, 2.668E-12)  1.00E-07
  1.400E+00 8.50982E-16  3.458E-06 ( 2.876E-08, 4.880E-09) ( 1.648E-11, 2.847E-12)  1.00E-07
